	drugName	condition	review	rating	date	usefulCount
201891	Sitagliptin	"Diabetes, Type 2"	"""I have been diabetic since 1989 and have gotten worse over the years.  My A1C has been climbing steadily.  I take Metformin 2500 mg per day.  In March my Dr started me on Januvia also and I can&#039;t believe the difference.  My A1C went from 9.4 to 7.0 in 4 months.  I am also surprised I haven&#039;t had any side effects because it seems many meds bother me.  My problem now is my new health insurance won&#039;t cover Januvia as of Jan 2016.  Yuck."""	10	29-Sep-15	43
6308	Formoterol / mometasone	moterol / mometasone)	"""I&#039;ve had asthma ever since I quit smoking.  I&#039;ve quit twice and each time after 3 years, the asthma kicks in - bad!  I&#039;ve tried everything and am now on Dulera, which helped tremendously.  My insurance wouldn&#039;t cover it; $375 for one inhaler.  Found PAN online and they are taking care of the cost.  If not for PAN, I would not be able to take Dulera.  However, after several months on this med, my teeth starting rotting - very quickly.  My dentist said he only sees this kind of deterioration in chemo patients and someone who hasn&#039;t brushed in 20 years.  I&#039;ve had two teeth pulled already, and another is scheduled to be pulled.  Also, started with thrush a day ago and today I can barely move my tongue.  (Yes, I&#039;ve been rinsing.)"""	9	24-May-16	3
150285	Sulfamethoxazole / trimethoprim	Urinary Tract Infection	"""Everyone reacts to drugs in different ways however I will never again take bactrim. I started feeling tired and got a bad headache the second day after taking it. That same night was even worse... I felt nauseous, my head hurt even worse, and all I could do was cry. I felt like I wasn&#039;t even in my own body. The medicine definitely messed with my head. It was the worst feeling ever. Now I know to never take bactrim or any other sulfur drugs!"""	1	5-Oct-17	1
32110	Wellbutrin XL	Major Depressive Disorde	"""I was diagnosed with major depressive disorder in 2006. My depression comes in cycles, but I take this medication every day. I was on Zoloft for about 3 years off and on and gained about 30 pounds, was tired all the time, and had some discouraging sexual side effects to top everything off. I did my research and discovered Wellbutrin, which other people said was more stimulating and had no sexual side effects. I asked my doctor if I could switch and started tapering off Zoloft while starting 150 mgs of Wellbutrin. My doctor upped the dose to 300 mgs and I had never been happier! It has drastically changed my life. Lost weight and can get up in the morning without being a total grouch. I only gave it a 9 because of the cost."""	9	17-Jun-14	159
189497	Oxycodone	Pain	"""Life is livable again. I have had no side effects. I stay very aware of the possibility for abuse so am very careful. I count my pills throughout the month and have to give a urine sample every couple months at the pain clinic. I have been on the same dose..60 mg every 12 hours for approx. 5 years. I cannot go back to life before I was placed on this medicine. There has been and always will be people who will abuse pain medicines and I can understand why doctors are so afraid to prescribe them but someone has to stand up and treat people like myself so we can get out of bed and face the day."""	10	2-Nov-11	74
14836	Ethinyl estradiol / norethindrone	Birth Control	"""I have been on this pill for a month and a half after my pharmacy gave it to me, I called to say you gave me the wrong pill (Junel Fe 24 is what I was on) and they said the manufacturer changed but this is the SAME birth control. It&#039;s manufactured in India. In a month and a half, I have gained 7-8 pounds. I am very athletic, I eat a plant based diet, I work out, I sit as a job but that hasn&#039;t made me gain weight like this. I amannoyed. I worked for 9 months to lose 30 pounds, now I am gaining weight for no reason, crying all the time for no reason, self doubting myself and my poor boyfriends love for me, AND BREAKING OUT which is why I got on birth control in the first place."""	1	5-Sep-17	4
122110	Venlafaxine	Depression	"""After having a heart attack I became very depressed.  I have been on Lexapro, Zoloft, Xanax, Ativan, Wellbutrin, and Buspar.  None worked and I attempted suicide.  I have Major depession and anxiety disorder, so take my comments in stride.  The right drug for you is out there along with intensive therapy.  I was switched to Effexor XR while in &quot;the funny farm.&quot;  After the typical waiting period for it to kick in, I can tell you I am a new man, looking at life like I used to.  It has saved my life and my family.

It hasn&#039;t done much for anxiety, so for the first few months after my severe &quot;episode&quot; I was on Seroquel. I have now been switched to clonazepam for that issue.  Please consult a proper medical person."""	10	12-Feb-10	39
183430	Cymbalta	Depression	"""Cymbalta does indeed work. Most who have given it a fair shake know the results and it is seen by reading the comments here. Most people who quit using Cymbalta never gave it a &quot;real&quot; chance of working properly. For most people, Cymbalta starts working quickly, but some may take 2-3 weeks or more to get the full effect.

"""	9	25-Sep-11	19
152963	Doxycycline	Acne	"""I have been on doxycycline hyclate (100 my once a day) for 3 months now and it has worked wonders for me. At first I was taking it on an empty stomach like it was recommended, but found that it gave me extreme nausea and stomach pains. I then started taking it 2 hours after my meals and my stomach pains stopped. Its taken a while for my body to get used to the medication, but after about a month my acne started to go away. At the 2 month mark all of my acne was gone. It takes time but it has worked wonders for me."""	10	3-Jan-17	10
186060	Desvenlafaxine	Depression	"""I was on this for 5 weeks broke out in hives- now off of it and on Prednisone. I also take Lamictal so she took me off that too as she didn&#039;t know which med was causing the issue. If you start itching get to your DR right away"""	3	28-Nov-15	13
69392	Buprenorphine	Pain	"""So I have been on the BuTrans patch 10microgram/hour for the last 5 months I took anti sickness tablets so I had no sick feeling or any side effects at all.  It has been a godsend this patch I&#039;m in no pain  I noticed in 4 days...I&#039;m from Ireland I fell and fractured my back in 5 places I was in severe pain with my back and spasms which left me sleeping in a chair for 3 months. Since I came on the patch I&#039;m back in my bed so this patch is the best ever in my opinion anyways hope this helps some one I&#039;m a 25 year old girl from Ireland """	10	9-Sep-16	54
164693	Phentermine / topiramate	Weight Loss	"""Let me start by saying I am 59 years old. Until now, I have not had a problem losing when I needed to.  I am not big on diet pills so I was a little hesitant at first.  The 2 week free trial helped me decide to give it a try. The first 2 weeks I lost 6 pounds.  I lost a total of 45 pounds on this medicine!! and kept it off for a year!!  I have recommended it and so far have had several friends go on it an loose weight with equal success.  You have to cut back on food intake and exercise.  I highly recommend it!!"""	10	16-Aug-17	104
